,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,rank_streams
559,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,110,Unknown,Minor,72,67,68,0,0,14,4,2021-09-24,559
560,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,80,Unknown,Major,70,57,49,19,0,12,8,2020-07-17,560
561,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,110,C#,Minor,86,31,53,43,0,11,6,2021-09-16,561
562,Butter,BTS,1,2021,5,21,4779,6,1143647827,110,G#,Major,79,70,36,0,0,6,11,2021-05-21,562
563,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,78,C#,Minor,77,49,42,1,1,13,19,2022-01-07,563
564,You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,129,G#,Major,83,44,62,2,0,8,6,2021-06-24,564
565,deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,181,A,Major,44,22,60,61,0,42,9,2021-04-01,565
566,Dynamite,BTS,1,2020,8,21,8528,5,1692897992,114,F#,Minor,75,74,77,1,0,9,10,2020-08-21,566
567,TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,144,D,Major,74,39,65,5,1,11,35,2021-11-05,567
568,Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,101,D,Major,66,18,68,9,0,12,4,2019-01-11,568
569,Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,84,D,Major,67,78,63,29,0,12,5,2021-10-21,569
570,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,154,F#,Major,66,63,69,21,0,11,7,2021-07-08,570
571,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,148,F,Major,59,72,62,18,0,9,3,2021-03-05,571
572,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,146,F,Minor,85,22,37,13,0,7,30,2021-09-03,572
573,Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,120,B,Minor,77,51,79,20,0,26,6,2021-08-01,573
574,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,250000,110,A,Major,53,75,69,7,0,17,3,1970-01-01,574
575,LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940,136,Unknown,Minor,77,82,30,95,0,13,5,2021-11-11,575
576,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,141,C#,Major,59,56,63,12,0,6,36,2021-11-19,576
577,Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571,108,A,Minor,46,23,48,75,30,14,4,2022-01-07,577
578,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418,94,Unknown,Major,42,47,36,76,0,9,5,2021-11-19,578
579,Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,180,A,Major,35,41,94,0,63,5,5,2015-05-10,579
580,Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,122,A#,Major,77,51,79,5,0,16,5,2021-09-01,580
581,Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,85,A#,Major,59,33,52,7,15,12,3,2015-10-30,581
582,thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939,148,C#,Major,68,29,73,0,0,7,7,2022-01-07,582
583,ELEVEN,IVE,1,2021,12,1,521,1,247737946,120,A,Major,83,59,73,6,0,5,11,2021-12-01,583
584,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,91,G,Minor,70,76,72,22,0,27,4,2020-07-24,584
585,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,120,E,Major,72,54,71,26,0,10,4,2021-11-19,585
586,DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,106,Unknown,Major,86,86,79,11,0,8,9,2021-11-17,586
587,Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,110,A#,Major,63,31,35,93,0,29,3,2022-01-07,587
588,happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,169,F#,Major,39,36,45,81,0,8,13,2021-05-21,588
589,Praise God,Kanye West,1,2021,8,29,4651,0,376333030,118,C#,Major,80,21,55,1,0,26,17,2021-08-29,589
590,Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,92,G#,Minor,91,79,66,32,0,9,16,2021-06-25,590
591,Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,112,D#,Major,45,19,60,63,0,9,6,2019-11-01,591
592,Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,140,D,Major,79,56,91,26,0,13,21,2020-12-25,592
593,Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,105,G#,Major,73,52,76,13,0,5,3,2010-11-29,593
594,Sobrio,Maluma,1,2021,7,8,3506,10,513643924,178,F,Major,76,63,77,14,0,15,22,2021-07-08,594
595,Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,108,G,Minor,96,71,42,57,0,8,9,2021-12-23,595
596,favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,173,A,Major,40,19,29,86,0,34,4,2021-05-21,596
597,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,101,C#,Major,67,40,90,3,0,34,6,2021-05-07,597
598,The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,120,G#,Minor,80,24,62,41,2,11,23,2020-01-01,598
599,positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,144,Unknown,Major,73,66,80,44,0,9,12,2020-10-23,599
600,I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,133,C#,Major,75,96,61,0,0,18,4,2021-03-19,600
601,Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529,158,G#,Minor,46,62,83,53,0,97,28,2021-10-22,601
602,The Feels,TWICE,1,2021,10,1,1150,0,345903614,120,A,Major,81,92,90,9,0,8,7,2021-10-01,602
603,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,129,Unknown,Major,61,59,46,56,0,13,5,2020-02-21,603
604,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,102,G,Major,74,45,89,5,0,26,13,2016-11-18,604
605,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,124,G#,Minor,79,79,84,2,0,5,5,2021-08-13,605
606,Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,90,E,Minor,73,31,45,85,24,11,3,2016-04-20,606
607,2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,161,F#,Minor,78,65,52,46,0,12,31,2021-04-14,607
608,Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,120,G,Major,60,11,33,90,0,8,5,2017-03-30,608
609,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,81,Unknown,Major,45,12,57,7,0,23,3,2021-07-28,609
610,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,150,E,Minor,78,47,70,18,0,15,9,2019-01-01,610
611,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,105,G#,Major,76,58,84,10,0,13,10,2021-09-02,611
612,Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,79,F#,Major,63,76,67,38,0,6,4,2021-08-10,612
613,Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,146,C#,Minor,52,7,61,51,0,11,3,2010-10-04,613
614,you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,124,E,Major,64,8,37,79,0,9,5,2020-04-17,614
615,The Nights,Avicii,1,2014,1,1,17354,8,1456081449,126,F#,Major,53,66,85,2,0,24,4,2014-01-01,615
616,Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,121,G#,Major,75,53,74,2,0,11,5,2021-08-06,616
617,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,136,B,Minor,80,33,60,0,0,32,14,2021-09-03,617
618,Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382,102,A,Minor,77,26,63,58,0,11,5,2021-06-25,618
619,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,77,G,Major,73,54,74,23,0,41,23,2021-10-27,619
620,Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,98,F#,Minor,82,54,59,69,0,18,10,2019-05-10,620
621,Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,84,B,Minor,44,22,48,38,0,33,24,2017-06-15,621
622,Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,102,G#,Major,89,77,82,3,0,17,11,2021-01-28,622
623,All of Me,John Legend,1,2013,8,1,27221,0,2086124197,120,G#,Major,42,33,26,92,0,13,3,2013-08-01,623
624,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,117,C#,Major,52,73,91,0,0,11,7,1991-09-10,624
625,Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,72,A,Minor,45,27,33,82,0,14,4,2019-03-07,625
626,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,168,C#,Major,67,29,47,5,0,22,26,2021-09-03,626
627,Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,94,C#,Major,52,68,69,13,0,33,8,2021-11-11,627
628,The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,145,G#,Major,41,65,88,0,0,26,5,2022-01-10,628
629,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,134,C#,Major,71,14,61,1,0,23,33,2021-08-27,629
630,Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,148,C#,Major,35,24,93,0,0,10,8,2003-09-23,630
631,Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,127,E,Minor,60,40,89,9,0,60,6,2022-01-10,631
632,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,172,F#,Minor,74,79,66,11,0,8,16,2021-06-24,632
633,Streets,Doja Cat,1,2019,11,7,5728,0,865640097,90,B,Major,75,19,46,21,4,34,8,2019-11-07,633
634,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,96,G,Major,57,30,40,38,0,26,3,2018-09-27,634
635,Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,138,G,Minor,74,65,67,46,0,36,4,2022-01-10,635
636,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,120,G,Major,72,67,72,0,0,13,4,2021-04-28,636
637,Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,125,A,Major,70,65,74,1,0,34,4,2021-07-09,637
638,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,123,D,Major,82,80,86,1,0,30,13,2021-01-15,638
639,RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,81,F#,Major,79,44,54,41,0,13,24,2021-04-09,639
640,'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,171,C#,Major,55,10,85,7,0,8,20,2002-05-26,640
641,Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,91,B,Major,77,60,32,84,0,8,5,2019-09-20,641
642,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,84,G,Minor,56,61,76,10,0,14,11,2021-08-12,642
643,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,115,F,Minor,90,74,54,16,0,13,28,2022-01-07,643
644,When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,125,Unknown,Major,69,70,89,4,0,49,3,2021-12-29,644
645,Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038,122,F#,Minor,80,62,69,28,0,13,7,2021-10-14,645
646,Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,92,D,Major,85,92,54,16,0,29,7,2021-04-29,646
647,Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,90,F#,Minor,63,75,75,17,0,11,8,2021-11-18,647
648,MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,94,E,Minor,84,90,70,9,0,14,8,2022-02-10,648
649,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,93,B,Major,81,53,78,18,0,6,24,1999-01-01,649
650,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,130,D,Minor,51,50,76,30,0,10,7,2022-02-11,650
651,Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,180,G,Minor,35,23,61,23,0,19,6,2022-02-11,651
652,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,134,Unknown,Major,53,31,31,92,0,28,3,2022-02-11,652
653,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,95,D#,Minor,92,31,89,3,0,8,25,1999-01-01,653
654,Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,184,F#,Major,69,91,63,11,0,9,31,2022-01-19,654
655,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,147,G#,Minor,47,50,80,10,0,32,38,2022-02-11,655
656,Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,123,G,Major,52,44,60,40,0,26,3,2022-02-02,656
657,Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,123,A#,Minor,91,49,61,3,0,17,22,2012-01-01,657
658,In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,90,F#,Minor,90,79,71,26,0,7,37,2002-01-01,658
659,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,160,D,Minor,61,65,64,1,0,12,4,2022-02-04,659
660,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,115,C#,Major,60,37,71,8,0,48,4,2013-08-16,660
661,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,141,D#,Major,37,17,67,2,0,34,9,2019-08-04,661
662,Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,160,A,Major,31,30,88,7,0,8,8,2016-08-05,662
663,Formula,Labrinth,1,2019,10,4,3444,7,554875730,145,B,Major,57,23,66,4,6,15,4,2019-10-04,663
664,Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,89,Unknown,Minor,46,43,43,23,8,8,22,2019-06-21,664
665,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,95,F,Minor,84,49,72,8,0,15,8,2020-07-24,665
666,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,160,D,Major,60,47,62,3,0,38,4,2021-12-10,666
667,"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,174,F,Minor,67,74,75,44,0,7,30,2022-01-14,667
668,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,92,G,Major,77,76,84,3,0,38,4,1995-12-28,668
669,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,134,G#,Major,93,61,74,9,0,17,8,1999-01-01,669
670,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,172,B,Minor,31,4,86,1,0,28,17,2021-11-19,670
671,Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,80,A,Major,76,92,62,6,0,8,13,2021-12-17,671
672,HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,150,C#,Minor,91,42,60,0,0,9,12,2017-03-30,672
673,Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,80,F#,Minor,78,53,74,4,0,45,21,1999-11-21,673
674,Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,166,A#,Minor,81,83,75,14,0,29,34,2020-01-16,674
675,Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,120,G#,Major,67,8,54,27,0,8,4,2017-10-04,675
676,A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,92,Unknown,Major,86,89,79,17,0,11,6,2020-02-29,676
677,Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,85,G#,Minor,74,61,52,30,0,26,9,2022-01-28,677
678,212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,154,D,Minor,79,86,52,66,0,9,7,2022-01-15,678
679,Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,92,D,Minor,73,37,74,28,0,14,6,2021-10-22,679
680,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,140,B,Major,89,75,70,6,0,13,5,2022-02-11,680
681,Worst Day,Future,1,2022,2,11,910,0,50746620,89,C#,Major,65,60,60,11,0,10,40,2022-02-11,681
682,Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,135,F,Minor,89,89,86,16,0,8,5,2022-01-28,682
683,Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,140,G#,Minor,51,66,53,60,0,11,18,2021-11-19,683
684,Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,82,D#,Major,47,44,76,8,91,9,3,2015-07-24,684
685,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,79,D,Major,78,58,45,47,0,18,3,2014-01-01,685
686,Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,88,F,Major,31,31,63,47,27,21,12,2019-10-04,686
687,Christmas Tree,V,1,2021,12,24,509,9,317622165,139,F,Major,44,18,38,70,0,12,4,2021-12-24,687
688,Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,291709698,124,Unknown,Minor,73,68,83,55,0,90,7,2022-01-14,688
689,When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,80,G#,Minor,39,45,55,73,0,9,21,2019-10-04,689
690,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,120,C#,Minor,84,54,51,47,0,12,40,2022-02-04,690
691,Forever,Labrinth,1,2019,10,4,3618,0,282883169,80,E,Minor,56,19,46,92,72,11,3,2019-10-04,691
692,Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,117,C#,Major,92,62,86,11,0,24,24,2022-02-04,692
693,Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,117,A,Minor,76,77,52,4,0,8,3,2019-06-19,693
694,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,140,F,Minor,62,46,73,10,0,67,11,2019-05-16,694
695,Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,99,G#,Major,68,57,77,2,0,10,5,2019-12-06,695
696,La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,93,C#,Major,74,59,87,3,0,8,5,2020-02-29,696
697,Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,106,G#,Major,44,8,20,74,42,11,3,1991-09-24,697
698,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,124,G,Major,81,68,63,17,0,10,22,2022-03-11,698
699,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,95,G#,Major,76,96,70,18,0,33,4,2022-03-04,699
700,Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,96,A#,Minor,87,82,53,10,0,5,8,2022-01-21,700
701,Envolver,Anitta,1,2021,11,11,4673,2,546191065,92,E,Minor,81,40,73,15,0,9,8,2021-11-11,701
702,Starlight,Dave,1,2022,3,3,1856,3,229473310,124,G,Major,95,36,37,35,0,10,28,2022-03-03,702
703,Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,72,F#,Major,64,76,44,70,9,12,4,2022-03-03,703
704,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181,71,Unknown,Minor,28,26,20,19,0,30,3,2022-02-04,704
705,DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,135,A,Minor,78,55,57,4,0,10,8,2022-02-01,705
706,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,95,A#,Major,81,56,70,4,0,5,24,2004-05-04,706
707,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487,71,C#,Minor,59,70,74,56,0,11,40,2022-03-03,707
708,Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,180,A#,Minor,80,71,68,6,0,10,37,2021-04-30,708
709,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,150,E,Minor,65,11,58,0,0,12,9,2022-02-18,709
710,Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208,189,G#,Major,55,86,44,40,0,7,4,2022-02-18,710
711,DARARI,Treasure,1,2022,2,15,328,0,182978249,85,Unknown,Major,72,55,64,49,0,7,4,2022-02-15,711
712,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,140,G,Major,59,73,45,44,0,34,3,2022-02-18,712
713,Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,81,Unknown,Major,77,68,70,6,0,17,20,2013-07-16,713
714,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,104,D,Minor,80,24,65,2,0,9,4,2022-02-25,714
715,this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,129,B,Major,42,33,44,62,0,8,6,2021-09-03,715
716,La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,94,C#,Minor,76,81,80,20,0,25,4,2020-02-29,716
717,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,71,Unknown,Minor,41,23,40,27,0,30,5,1975-10-31,717
718,Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,146,A,Minor,59,23,46,66,0,15,6,2018-03-16,718
719,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,103,F#,Minor,69,90,88,5,0,29,8,2020-03-27,719
720,Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,124,D,Major,53,66,78,0,0,16,5,2013-01-01,720
721,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,164,A#,Minor,70,71,58,24,0,7,13,2021-05-21,721
722,Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030,138,D,Major,69,35,57,12,0,10,9,2021-09-10,722
723,Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,126,A,Minor,67,37,46,13,0,10,39,2020-10-08,723
724,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,103,B,Minor,61,47,65,3,0,17,4,2017-02-22,724
725,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,95,G#,Major,75,64,52,41,0,11,3,2016-05-31,725
726,O.O,NMIXX,1,2022,2,22,290,0,135444283,200,B,Minor,39,28,77,4,0,6,29,2022-02-22,726
727,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,129,Unknown,Major,86,75,52,54,0,10,4,2011-01-01,727
728,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,98,F#,Minor,68,33,43,38,0,36,14,2019-06-28,728
729,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,107,G#,Major,91,32,56,3,0,11,10,2022-04-08,729
730,Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,174,Unknown,Major,58,56,83,5,0,7,4,2022-03-23,730
731,Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,92,G#,Major,45,27,67,32,0,13,14,2022-02-17,731
732,X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,90,G,Major,81,59,83,9,0,11,5,2022-03-25,732
733,When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,147,F,Major,60,58,69,2,0,58,4,2022-03-31,733
734,In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,143,C#,Major,68,41,55,16,0,10,12,2022-04-01,734
735,Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,101,D#,Minor,76,63,71,3,0,10,3,2015-01-11,735
736,LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,118,C#,Minor,70,54,71,0,0,33,4,2022-04-05,736
737,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,98,G,Minor,83,63,74,14,0,16,6,2022-03-18,737
738,Chance,Paulo Londra,1,2022,4,6,225,0,89566512,138,C#,Minor,72,22,46,24,0,9,6,2022-04-06,738
739,Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,114,F,Minor,59,30,62,1,0,8,4,2015-01-01,739
740,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,180,G,Minor,63,45,64,34,0,9,8,2022-04-07,740
741,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,145,B,Major,56,41,57,1,0,13,3,2021-09-09,741
742,Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,115,G#,Minor,78,63,64,1,0,7,4,2022-01-30,742
743,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,82,A#,Major,79,48,84,13,0,21,23,2022-03-31,743
744,Right On,Lil Baby,1,2022,4,8,1116,0,101780047,166,D,Major,70,22,61,2,0,10,34,2022-04-08,744
745,Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,92,Unknown,Major,86,91,79,29,0,60,16,2022-03-30,745
746,That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,108,F#,Major,71,55,44,74,0,11,6,2022-04-08,746
747,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,84,E,Minor,71,63,45,45,0,11,3,2022-03-25,747
